Date,Eruption,Seismicity,Acidity,Temperature (in Celsius),SO2,Plume (in meters),Ground Deformation
"January 23, 2025",1,0,0.2,72.7,1862,500,Long-term deflation of the Taal Caldera; short-term inflation of the northern and southeastern flanks of the Taal Volcano Island
"January 24, 2025",,0,0.2,72.7,1862,0,Long-term deflation of the Taal Caldera; short-term inflation of the northern and southeastern flanks of the Taal Volcano Island
"January 25, 2025",,0,0.2,72.7,1862,500,Long-term deflation of the Taal Caldera; short-term inflation of the northern and southeastern flanks of the Taal Volcano Island
"January 26, 2025",,0,0.2,72.7,855,400,Long-term deflation of the Taal Caldera; short-term inflation of the northern and southeastern flanks of the Taal Volcano Island
"January 27, 2025",,0,0.2,72.7,855,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern and southeastern flanks of the Taal Volcano Island
"January 28, 2025",,0,0.2,72.7,2322,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern and southeastern flanks of the Taal Volcano Island
"January 29, 2025",,0,0.2,72.7,2322,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern and southeastern flanks of the Taal Volcano Island
"January 30, 2025",,1,0.2,72.7,1989,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern and southeastern flanks of the Taal Volcano Island
"January 31, 2025",,0,0.2,72.7,1989,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern and southeastern flanks of the Taal Volcano Island
"February 1, 2025",,1,0.2,70.7,1989,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 2, 2025",,0,0.2,70.7,953,300,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 3, 2025",,2,0.2,70.7,953,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 4, 2025",,0,0.2,70.7,2028,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 5, 2025",,1,0.2,70.7,2028,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 6, 2025",,7,0.2,70.7,3456,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 7, 2025",,0,0.2,70.7,3456,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 8, 2025",,0,0.2,70.7,3456,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 9, 2025",,0,0.2,70.7,3143,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 10, 2025",,0,0.2,70.7,3143,400,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 11, 2025",,1,0.2,70.7,1097,300,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 12, 2025",,0,0.2,70.7,1097,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 13, 2025",,11,0.2,70.7,448,900,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 14, 2025",,0,0.2,70.7,448,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 15, 2025",,0,0.2,70.7,488,900,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 16, 2025",1,3,0.2,70.7,407,900,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 17, 2025",1,2,0.2,70.7,407,2100,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 18, 2025",,0,0.2,70.7,1244,350,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 19, 2025",,0,0.2,70.7,1244,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 20, 2025",,0,0.2,70.7,743,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 21, 2025",,0,0.2,71.3,783,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 22, 2025",,0,0.3,71.3,783,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 23, 2025",,0,0.3,71.3,564,300,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 24, 2025",,2,0.3,71.3,564,350,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 25, 2025",,0,0.3,71.3,622,300,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 26, 2025",,0,0.3,71.3,622,300,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 27, 2025",,0,0.3,71.3,372,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"February 28, 2025",,0,0.3,71.3,372,300,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 1, 2025",,0,0.3,71.3,372,300,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 2, 2025",,1,0.3,71.3,372,0 ,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 3, 2025",,0,0.3,71.3,372,400,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 4, 2025",,1,0.3,71.3,592,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 5, 2025",,8,0.3,71.3,592,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 6, 2025",,2,0.3,71.3,328,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 7, 2025",,7,0.3,71.3,328,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 8, 2025",,0,0.3,71.3,328,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 9, 2025",,4,0.3,71.3,436,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 10, 2025",,1,0.3,71.3,436,450,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 11, 2025",,3,0.3,71.3,505,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 12, 2025",,2,0.3,71.3,505,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 13, 2025",,1,0.3,71.3,316,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 14, 2025",,0,0.3,71.3,316,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 15, 2025",,2,0.3,71.3,346,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 16, 2025",,4,0.3,71.3,346,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 17, 2025",,0,0.3,71.3,346,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 18, 2025",,0,0.3,71.3,583,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 19, 2025",,0,0.3,71.3,583,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 20, 2025",,1,0.3,71.3,893,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 21, 2025",,1,0.3,71.3,893,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 22, 2025",,3,0.3,71.3,781,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 23, 2025",,0,0.3,71.3,781,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 24, 2025",,0,0.3,71.3,781,400,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 25, 2025",,0,0.3,71.3,781,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 26, 2025",,1,0.3,71.3,781,450,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 27, 2025",,0,0.3,71.3,539,400,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 28, 2025",,0,0.3,71.3,539,500,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 29, 2025",,0,0.3,71.3,460,400,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 30, 2025",,0,0.3,71.3,460,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"March 31, 2025",,0,0.3,71.3,460,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 1, 2025",,0,0.3,71.3,2218,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 2, 2025",,0,0.3,71.3,2218,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 3, 2025",,0,0.3,71.3,930,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 4, 2025",,0,0.3,71.3,930,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 5, 2025",,2,0.3,71.3,1535,900,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 6, 2025",,1,0.3,71.3,1535,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 7, 2025",,0,0.3,71.3,1535,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 8, 2025",,0,0.3,72.7,1030,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 9, 2025",,18,0.3,72.7,1030,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 10, 2025",,20,0.3,72.7,597,300,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 11, 2025",,8,0.3,72.7,597,400,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 12, 2025",,7,0.3,72.7,1074,900,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 13, 2025",,10,0.3,72.7,1074,400,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 14, 2025",,18,0.3,72.7,1074,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 15, 2025",,5,0.3,72.7,1225,300,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 16, 2025",,3,0.3,68.7,1225,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 17, 2025",,0,0.3,68.7,1225,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 18, 2025",,12,0.3,68.7,1225,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 19, 2025",,1,0.3,68.7,1120,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 20, 2025",,0,0.3,68.7,1120,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 21, 2025",,0,0.3,68.7,1120,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 22, 2025",,3,0.3,68.7,1120,600,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 23, 2025",,1,0.3,68.7,566,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 24, 2025",,1,0.3,68.7,566,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 25, 2025",,13,0.3,68.7,348,400,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 26, 2025",,10,0.3,68.7,348,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 27, 2025",,7,0.3,68.7,956,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 28, 2025",,56,0.3,68.7,956,Weak emission,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 29, 2025",,37,0.3,68.7,672,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
"April 30, 2025",,53,0.3,68.7,672,0,Long-term deflation of the Taal Caldera; short-term inflation of the southeastern flanks of the Taal Volcano Island
