Date,Eruption,Seismicity,Acidity,Temperature (in Celsius),SO2,Plume (in meters),Ground Deformation
"May 20, 2023",,0,0.48,74.1,704,1800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 21, 2023",,0,0.48,74.1,704,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 22, 2023",,0,0.48,74.1,704,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 23, 2023",,0,0.48,74.1,704,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 24, 2023",,2,0.48,74.1,6394,2800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 25, 2023",,1,0.48,74.1,6394,1800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 26, 2023",,2,0.48,74.1,3730,3000,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 27, 2023",,7,0.48,74.1,3730,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 28, 2023",,3,0.48,74.1,3730,900,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 29, 2023",,0,0.48,74.1,3730,1800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 30, 2023",,0,0.48,74.1,3730,1200,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"May 31, 2023",,0,0.48,74.1,6565,600,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 1, 2023",,2,0.48,74.1,6565,900,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 2, 2023",,2,0.48,74.1,5831,600,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 3, 2023",,2,0.48,74.1,5831,1500,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 4, 2023",,1,0.48,74.1,5831,1500,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 5, 2023",,1,0.48,74.1,5831,3000,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 6, 2023",,1,0.48,74.1,9361,1800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 7, 2023",,1,0.48,74.1,7680,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 8, 2023",,1,0.48,74.1,5718,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 9, 2023",,1,0.48,74.1,2941,3000,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 10, 2023",,11,0.48,74.1,2941,1500,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 11, 2023",,4,0.48,74.1,6304,900,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 12, 2023",,11,0.48,74.1,6884,1200,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 13, 2023",,28,0.48,74.1,5024,900,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 14, 2023",,38,0.48,74.1,5024,1200,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 15, 2023",,20,0.48,74.1,5024,2100,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 16, 2023",,38,0.48,74.1,7643,3000,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 17, 2023",,22,0.48,74.1,7643,1800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 18, 2023",,46,0.48,74.1,7643,600,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 19, 2023",,14,0.48,74.1,7643,1800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 20, 2023",,11,0.48,74.1,2177,1800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 21, 2023",,19,0.48,74.1,2177,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 22, 2023",,13,0.48,74.1,2177,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 23, 2023",,23,0.48,74.1,4706,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 24, 2023",,13,0.48,74.1,4706,1500,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 25, 2023",,6,0.48,74.1,4706,600,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 26, 2023",,1,0.48,74.1,4706,2100,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 27, 2023",,1,0.48,74.1,4706,2100,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 28, 2023",,3,0.48,74.1,4706,1500,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 29, 2023",,1,0.48,74.1,7480,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"June 30, 2023",2,9,0.48,74.1,7480,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 1, 2023",,11,0.48,74.1,1165,1200,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 2, 2023",,11,0.48,74.1,1165,900,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 3, 2023",,1,0.48,74.1,1165,1500,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 4, 2023",,0,0.48,74.1,4472,1200,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 5, 2023",,1,0.48,74.1,4472,1000,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 6, 2023",,2,0.48,74.1,4472,900,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 7, 2023",,2,0.48,74.1,9623,1500,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 8, 2023",,21,0.48,74.1,9623,1800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 9, 2023",,12,0.48,74.1,9623,1800,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 10, 2023",,6,0.48,74.1,9623,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 11, 2023",,6,0.48,74.1,3428,1200,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 12, 2023",,14,0.48,74.1,3428,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 13, 2023",,6,0.48,74.1,5887,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 14, 2023",,16,0.48,74.1,5887,1200,Inflation on the northern flank of Taal Volcano Island
"July 15, 2023",,2,0.48,74.1,5887,1200,Inflation on the northern flank of Taal Volcano Island
"July 16, 2023",,4,0.48,74.1,5887,600,Inflation on the northern flank of Taal Volcano Island
"July 17, 2023",,4,0.48,74.1,5887,900,Inflation on the northern flank of Taal Volcano Island
"July 18, 2023",,8,0.48,74.1,5887,1500,Inflation on the northern flank of Taal Volcano Island
"July 19, 2023",,18,0.48,74.1,5887,1200,Inflation on the northern flank of Taal Volcano Island
"July 20, 2023",,8,0.48,74.1,3305,2400,Inflation on the northern flank of Taal Volcano Island
"July 21, 2023",,5,0.48,74.1,3305,1500,Inflation on the northern flank of Taal Volcano Island
"July 22, 2023",,2,0.48,74.1,3305,2400,Inflation on the northern flank of Taal Volcano Island
"July 23, 2023",,1,0.48,74.1,1874,2400,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 24, 2023",,1,0.48,74.1,1874,1200,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 25, 2023",,1,0.48,74.1,4510,1500,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 26, 2023",,1,0.48,74.1,4510,900,Short-term inflation of the northwestern sector of Taal; long-term deflation of the Taal Caldera
"July 27, 2023",,1,0.48,74.1,4510,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flank of the Taal Volcano Island
"July 28, 2023",,1,0.48,74.1,4510,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flank of the Taal Volcano Island
"July 29, 2023",,4,0.48,74.1,4510,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flank of the Taal Volcano Island
"July 30, 2023",,3,0.48,74.1,4510,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flank of the Taal Volcano Island
"July 31, 2023",,4,0.48,74.1,4510,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flank of the Taal Volcano Island
"August 1, 2023",,40,0.48,74.1,5178,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 2, 2023",,21,0.48,74.1,5178,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 3, 2023",,3,0.48,74.1,5178,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 4, 2023",,4,0.48,74.1,5178,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 5, 2023",,7,0.48,74.1,5178,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 6, 2023",,21,0.48,74.1,5178,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 7, 2023",,6,0.48,74.1,5178,500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 8, 2023",,0,0.48,74.1,2231,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 9, 2023",,24,0.48,74.1,2231,0,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 10, 2023",,1,0.48,74.1,2231,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 11, 2023",,2,0.48,74.1,1209,0,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 12, 2023",,0,0.48,74.1,1209,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 13, 2023",,1,0.48,74.8,1209,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 14, 2023",,1,0.48,74.8,1209,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 15, 2023",,0,0.48,74.8,2605,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 16, 2023",,3,0.48,74.8,2605,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 17, 2023",,0,0.48,74.8,2605,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 18, 2023",,1,0.48,74.8,4819,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 19, 2023",,1,0.48,74.8,4819,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 20, 2023",,3,0.48,74.8,4819,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 21, 2023",,20,0.48,74.8,4819,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 22, 2023",,12,0.48,74.1,3763,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 23, 2023",,4,0.48,74.8,3763,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 24, 2023",,3,0.48,74.8,3763,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 25, 2023",,0,0.48,74.8,1141,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 26, 2023",,0,0.48,74.8,1141,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 27, 2023",,0,0.48,74.8,1141,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 28, 2023",,0,0.48,74.8,1141,700,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 29, 2023",,0,0.48,74.8,1141,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 30, 2023",,0,0.48,74.8,1141,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"August 31, 2023",,0,0.48,74.8,1141,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 1, 2023",,12,0.48,74.8,1141,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 2, 2023",,36,0.48,74.8,1141,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 3, 2023",,4,0.48,74.8,1141,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 4, 2023",,7,0.48,74.8,1141,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 5, 2023",,3,0.48,74.8,1141,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 6, 2023",,4,0.48,74.8,1141,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 7, 2023",,6,0.48,74.8,1141,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 8, 2023",,7,0.48,74.8,1141,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 9, 2023",,8,0.48,74.8,1141,2000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 10, 2023",,6,0.48,74.8,2371,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 11, 2023",,0,0.48,74.8,2371,3000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 12, 2023",,0,0.48,74.8,2485,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 13, 2023",,0,0.48,74.8,2485,2100,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 14, 2023",,0,0.48,74.8,2485,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 15, 2023",,4,0.48,74.8,2485,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 16, 2023",,2,0.48,74.8,3264,3000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 17, 2023",,3,0.48,74.8,3264,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 18, 2023",,4,0.48,74.8,3264,2200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 19, 2023",,2,0.48,74.8,3264,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 20, 2023",,3,0.48,74.8,4322,2600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 21, 2023",,6,0.48,74.8,4322,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 22, 2023",,5,0.48,74.8,4569,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 23, 2023",,0,0.48,74.8,2730,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 24, 2023",,0,0.48,74.8,2730,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 25, 2023",,0,0.48,74.8,2730,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 26, 2023",,0,0.48,74.8,2730,3000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 27, 2023",,0,0.48,74.8,2390,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 28, 2023",,0,0.48,74.8,2390,3000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 29, 2023",,0,0.48,74.8,2088,2100,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"September 30, 2023",,6,0.48,74.8,3793,3000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 1, 2023",,3,0.48,74.8,1902,2100,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 2, 2023",,2,0.48,74.8,1902,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 3, 2023",,1,0.48,74.8,4683,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 4, 2023",,0,0.4,74.3,4683,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 5, 2023",,0,0.4,74.3,3465,500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 6, 2023",,0,0.4,74.3,6051,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 7, 2023",,0,0.4,74.3,2887,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 8, 2023",,0,0.4,74.3,2887,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 9, 2023",,0,0.4,74.3,2887,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 10, 2023",,0,0.4,74.3,2887,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 11, 2023",,0,0.4,74.3,2887,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 12, 2023",,0,0.4,74.3,2887,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 13, 2023",,0,0.4,74.3,9762,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 14, 2023",,0,0.4,74.3,9762,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 15, 2023",,0,0.4,74.3,4878,2000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 16, 2023",,0,0.4,74.3,4878,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 17, 2023",,10,0.4,74.3,7560,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 18, 2023",,0,0.4,74.3,7560,800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 19, 2023",,7,0.4,74.3,7560,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 20, 2023",,2,0.4,74.3,7560,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 21, 2023",,0,0.4,74.3,6812,3000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 22, 2023",,2,0.4,74.3,6812,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 23, 2023",,0,0.4,74.3,6812,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 24, 2023",,1,0.4,74.3,7814,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 25, 2023",,1,0.4,74.3,7814,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 26, 2023",,1,0.4,74.3,7814,2000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 27, 2023",,0,0.4,74.3,6661,2400,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 28, 2023",,2,0.4,74.3,6661,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 29, 2023",,0,0.4,74.3,6661,1000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 30, 2023",,11,0.4,74.3,7084,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"October 31, 2023",,79,0.4,74.3,7084,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 1, 2023",,0,0.4,74.3,7084,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 2, 2023",,28,0.4,74.3,7084,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 3, 2023",,37,0.4,74.3,6154,1800,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 4, 2023",,28,0.4,74.3,6154,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 5, 2023",,20,0.4,74.3,6154,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 6, 2023",,7,0.4,74.3,6154,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 7, 2023",,32,0.4,74.3,5282,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 8, 2023",,42,0.4,74.3,5282,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 9, 2023",,19,0.4,74.3,5282,1000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 10, 2023",,4,0.4,74.3,11499,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 11, 2023",,2,0.4,74.3,6342,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 12, 2023",,7,0.4,74.3,6342,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 13, 2023",,45,0.4,74.3,6179,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 14, 2023",,79,0.4,74.3,10539,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 15, 2023",,86,0.4,74.3,10539,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 16, 2023",,65,0.4,74.3,11695,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 17, 2023",,45,0.4,74.3,8024,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 18, 2023",,89,0.4,74.3,8024,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 19, 2023",,101,0.4,74.3,8024,500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 20, 2023",,59,0.4,74.3,8024,500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 21, 2023",,60,0.4,74.3,4991,300,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 22, 2023",,48,0.4,74.3,4991,500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 23, 2023",,66,0.4,74.3,4991,1000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 24, 2023",,19,0.4,74.3,7608,1000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 25, 2023",,10,0.4,74.3,7608,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 26, 2023",,17,0.4,74.3,7608,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 27, 2023",,30,0.4,74.3,7608,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 28, 2023",,6,0.4,74.3,11962,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 29, 2023",,26,0.4,74.3,11962,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"November 30, 2023",,38,0.4,74.3,11962,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 1, 2023",,12,0.4,74.3,7453,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 2, 2023",,42,0.4,74.3,7453,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 3, 2023",,2,0.4,74.3,7453,600,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 4, 2023",,0,0.4,74.3,7453,1000,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 5, 2023",,0,0.4,74.3,8012,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 6, 2023",,0,0.4,74.3,8012,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 7, 2023",,0,0.4,74.3,8012,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 8, 2023",,3,0.4,74.3,8243,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 9, 2023",,25,0.4,74.3,8243,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 10, 2023",,11,0.4,74.3,8243,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 11, 2023",,20,0.4,74.3,8243,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 12, 2023",,12,0.4,74.3,11265,1200,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 13, 2023",,0,0.4,74.3,11265,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 14, 2023",,10,0.4,74.3,11265,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 15, 2023",,0,0.4,74.3,11265,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 16, 2023",,3,0.4,74.3,11437,1500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 17, 2023",,6,0.4,74.3,11437,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 18, 2023",,4,0.4,74.3,11437,500,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
"December 19, 2023",,0,0.4,74.3,11437,900,Long-term deflation of the Taal Caldera; short-term inflation of the northern flanks of the Taal Volcano Island
